Days to Ship,Sales Forecast,Ship Status,Category,City,Country,Customer Name,Order Date,Order ID,Product Name,Profit,Quantity,Region,Sales,Segment,Ship Mode,State,Sub-Category
6,883,Shipped On Time,Furniture,Stockton,United States,Max Ludwig,12/1/17,CA-2017-103968,"Tenex ""The Solids"" Textured Chair Mats",107.0388,9,West,629.64,Home Office,Standard Class,California,Furnishings
2,25,Shipped Early,Office Supplies,New York City,United States,Craig Carreira,12/1/17,CA-2017-163139,Acco 3-Hole Punch,6.132,5,East,17.52,Consumer,Second Class,New York,Binders
4,659,Shipped Early,Technology,Denver,United States,Dianna Vittorini,12/1/17,CA-2017-145233,GE 30524EE4,52.9173,3,West,470.376,Consumer,Standard Class,Colorado,Phones
4,148,Shipped Early,Technology,Denver,United States,Dianna Vittorini,12/1/17,CA-2017-145233,AT&T SB67148 SynJ,9.2386,2,West,105.584,Consumer,Standard Class,Colorado,Phones
4,44,Shipped Early,Office Supplies,Denver,United States,Dianna Vittorini,12/1/17,CA-2017-145233,Fellowes Basic Home/Office Series Surge Protectors,3.5046,3,West,31.152,Consumer,Standard Class,Colorado,Appliances
4,570,Shipped Early,Technology,Denver,United States,Dianna Vittorini,12/1/17,CA-2017-145233,Jabra BIZ 2300 Duo QD Duo CordedæHeadset,30.4776,4,West,406.368,Consumer,Standard Class,Colorado,Phones
4,147,Shipped Early,Office Supplies,Philadelphia,United States,Erica Hernandez,12/1/17,CA-2017-144862,Quality Park Security Envelopes,35.3295,5,East,104.68,Home Office,Standard Class,Pennsylvania,Envelopes
4,308,Shipped Early,Technology,Grand Prairie,United States,Sarah Jordon,12/1/17,CA-2017-113355,Cisco SPA112 2 Port Phone Adapter,24.7275,5,Central,219.8,Consumer,Standard Class,Texas,Phones
4,14,Shipped Early,Office Supplies,Los Angeles,United States,Clay Cheatham,12/1/17,CA-2017-118542,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",3.6714,2,West,10.128,Consumer,Standard Class,California,Binders
3,52,Shipped Late,Office Supplies,Philadelphia,United States,Ralph Arnett,12/1/17,CA-2017-127313,Personal File Boxes with Fold-Down Carry Handle,2.337,3,East,37.392,Consumer,First Class,Pennsylvania,Storage
3,111,Shipped Late,Furniture,Philadelphia,United States,Ralph Arnett,12/1/17,CA-2017-127313,"Ultra Door Kickplate, 8""H x 34""W",13.846,5,East,79.12,Consumer,First Class,Pennsylvania,Furnishings
2,11,Shipped Late,Furniture,Marion,United States,Matthew Grinstein,12/1/17,CA-2017-145660,Magna Visual Magnetic Picture Hangers,1.7352,2,East,7.712,Home Office,First Class,Ohio,Furnishings
7,15,Shipped Late,Office Supplies,San Antonio,United States,Maribeth Yedwab,12/1/17,CA-2017-138618,Xerox 201,3.6288,2,Central,10.368,Corporate,Standard Class,Texas,Paper
5,22,Shipped Early,Office Supplies,Seattle,United States,Sally Hughsby,12/1/17,CA-2017-101805,Ibico Presentation Index for Binding Systems,5.373,5,West,15.92,Corporate,Standard Class,Washington,Binders
4,22,Shipped Early,Office Supplies,Philadelphia,United States,Sean Christensen,12/1/17,CA-2017-122539,Avery 483,5.1792,4,East,15.936,Consumer,Standard Class,Pennsylvania,Labels
4,444,Shipped Early,Furniture,Grand Prairie,United States,Sarah Jordon,12/1/17,CA-2017-113355,DMI Arturo Collection Mission-style Design Wood Chair,-18.1176,3,Central,317.058,Consumer,Standard Class,Texas,Chairs
4,559,Shipped Early,Furniture,Philadelphia,United States,Sean Christensen,12/1/17,CA-2017-122539,Global Commerce Series High-Back Swivel/Tilt Chairs,-28.498,2,East,398.972,Consumer,Standard Class,Pennsylvania,Chairs
4,88,Shipped Early,Technology,Philadelphia,United States,Erica Hernandez,12/1/17,CA-2017-144862,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",9.4437,7,East,62.958,Home Office,Standard Class,Pennsylvania,Phones
4,10,Shipped Early,Office Supplies,Denver,United States,Dianna Vittorini,12/1/17,CA-2017-145233,Recycled Pressboard Report Cover with Reinforced Top Hinge,-4.7481,7,West,6.783,Consumer,Standard Class,Colorado,Binders
4,11,Shipped Early,Office Supplies,Philadelphia,United States,Sean Christensen,12/1/17,CA-2017-122539,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",-5.6007,7,East,8.001,Consumer,Standard Class,Pennsylvania,Binders
4,244,Shipped Early,Office Supplies,Jackson,United States,Scott Williamson,11/30/17,CA-2017-119305,Home/Office Personal File Carts,43.45,5,South,173.8,Consumer,Standard Class,Mississippi,Storage
4,219,Shipped Early,Office Supplies,Newark,United States,Max Engle,11/30/17,CA-2017-116645,"BOSTON Ranger #55 Pencil Sharpener, Black",45.2226,6,East,155.94,Consumer,Standard Class,Delaware,Art
4,117,Shipped Early,Office Supplies,New York City,United States,Victor Preis,11/30/17,CA-2017-105333,"Iris 3-Drawer Stacking Bin, Black",1.6712,4,East,83.56,Home Office,Standard Class,New York,Storage
4,765,Shipped Early,Technology,New York City,United States,Victor Preis,11/30/17,CA-2017-105333,Panasonic BusinessæTelephonesæKX-T7736,163.818,3,East,546.06,Home Office,Standard Class,New York,Phones
4,378,Shipped Early,Office Supplies,New York City,United States,Victor Preis,11/30/17,CA-2017-105333,Fellowes Officeware Wire Shelving,5.3898,3,East,269.49,Home Office,Standard Class,New York,Storage
3,36,Shipped Late,Furniture,San Francisco,United States,Maria Zettner,11/30/17,CA-2017-107314,Contemporary Borderless Frame,9.5571,3,West,25.83,Home Office,First Class,California,Furnishings
2,1742,Shipped Early,Furniture,New York City,United States,Harold Pawlan,11/30/17,CA-2017-111689,SAFCO Arco Folding Chair,262.39,5,East,1242.9,Home Office,Second Class,New York,Chairs
2,96,Shipped Early,Office Supplies,New York City,United States,Harold Pawlan,11/30/17,CA-2017-111689,Lock-Up Easel 'Spel-Binder',23.1093,3,East,68.472,Home Office,Second Class,New York,Binders
0,931,Shipped On Time,Office Supplies,Toledo,United States,Max Ludwig,11/30/17,US-2017-120089,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,82.992,4,East,663.936,Home Office,Same Day,Ohio,Appliances
2,101,Shipped Early,Technology,Miami,United States,Parhena Norris,11/30/17,US-2017-148768,OtterBox Defender Series Case - Samsung Galaxy S4,8.997,3,South,71.976,Home Office,Second Class,Florida,Phones
4,3,Shipped Early,Office Supplies,Edinburg,United States,Stuart Calhoun,11/30/17,CA-2017-102267,Binder Clips by OIC,0.8288,2,Central,2.368,Consumer,Standard Class,Texas,Fasteners
7,538,Shipped Late,Technology,Burlington,United States,Shahid Collister,11/30/17,CA-2017-142090,Logitech Wireless Gaming Headset G930,81.5949,3,South,383.976,Consumer,Standard Class,North Carolina,Accessories
3,135,Shipped On Time,Technology,El Paso,United States,Bart Pistole,11/30/17,CA-2017-137365,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,-10.7973,3,Central,95.976,Corporate,Second Class,Texas,Accessories
3,1513,Shipped Late,Furniture,Philadelphia,United States,Trudy Brown,11/30/17,US-2017-165456,Global Commerce Series Low-Back Swivel/Tilt Chairs,-15.4188,6,East,1079.316,Consumer,First Class,Pennsylvania,Chairs
7,2497,Shipped Late,Furniture,Burlington,United States,Shahid Collister,11/30/17,CA-2017-142090,Bush Advantage Collection Racetrack Conference Table,-653.2834,7,South,1781.682,Consumer,Standard Class,North Carolina,Tables
4,547,Shipped Early,Furniture,Chattanooga,United States,Ted Trevino,11/29/17,CA-2017-108035,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",48.796,2,South,390.368,Consumer,Standard Class,Tennessee,Chairs
4,142,Shipped Early,Furniture,Chattanooga,United States,Ted Trevino,11/29/17,CA-2017-108035,"Executive Impressions 13"" Chairman Wall Clock",19.035,5,South,101.52,Consumer,Standard Class,Tennessee,Furnishings
4,2775,Shipped Early,Technology,New York City,United States,Deirdre Greer,11/28/17,CA-2017-123372,Google Nexus 5,494.9725,11,East,1979.89,Corporate,Standard Class,New York,Phones
4,112,Shipped Early,Office Supplies,New York City,United States,Deirdre Greer,11/28/17,CA-2017-123372,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",35.982,2,East,79.96,Corporate,Standard Class,New York,Envelopes
6,2,Shipped On Time,Office Supplies,Baltimore,United States,Lindsay Shagiari,11/28/17,CA-2017-117702,BIC Brite Liner Grip Highlighters,0.738,1,East,1.64,Home Office,Standard Class,Maryland,Art
6,1471,Shipped On Time,Furniture,Baltimore,United States,Lindsay Shagiari,11/28/17,CA-2017-117702,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,272.792,5,East,1049.2,Home Office,Standard Class,Maryland,Furnishings
6,29,Shipped On Time,Furniture,Baltimore,United States,Lindsay Shagiari,11/28/17,CA-2017-117702,"Eldon Image Series Desk Accessories, Burgundy",7.524,5,East,20.9,Home Office,Standard Class,Maryland,Furnishings
4,88,Shipped Early,Office Supplies,San Diego,United States,Emily Phan,11/28/17,CA-2017-131303,Round Specialty Laser Printer Labels,29.4455,5,West,62.65,Consumer,Standard Class,California,Labels
4,724,Shipped Early,Furniture,Philadelphia,United States,Ross Baird,11/28/17,US-2017-110576,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",-12.9122,7,East,516.488,Home Office,Standard Class,Pennsylvania,Furnishings
4,1412,Shipped Early,Furniture,Philadelphia,United States,Ross Baird,11/28/17,US-2017-110576,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,75.5424,6,East,1007.232,Home Office,Standard Class,Pennsylvania,Furnishings
4,22,Shipped Early,Office Supplies,Philadelphia,United States,Ross Baird,11/28/17,US-2017-110576,Xerox 210,5.4432,3,East,15.552,Home Office,Standard Class,Pennsylvania,Paper
4,36,Shipped Early,Office Supplies,Philadelphia,United States,Ross Baird,11/28/17,US-2017-110576,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),7.92,6,East,25.344,Home Office,Standard Class,Pennsylvania,Paper
3,124,Shipped Late,Office Supplies,Denver,United States,Rick Hansen,11/28/17,CA-2017-121538,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",31.0688,2,West,88.768,Consumer,First Class,Colorado,Paper
4,2895,Shipped Early,Furniture,Philadelphia,United States,Ross Baird,11/28/17,US-2017-110576,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",-619.596,12,East,2065.32,Home Office,Standard Class,Pennsylvania,Tables
2,66,Shipped Late,Furniture,Milwaukee,United States,Brian Moss,11/27/17,CA-2017-102519,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",19.2454,1,Central,46.94,Corporate,First Class,Wisconsin,Furnishings
2,201,Shipped Late,Technology,Milwaukee,United States,Brian Moss,11/27/17,CA-2017-102519,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,56.0547,9,Central,143.73,Corporate,First Class,Wisconsin,Accessories
6,343,Shipped On Time,Office Supplies,San Francisco,United States,Lindsay Williams,11/27/17,CA-2017-101245,Tops White Computer Printout Paper,114.9385,5,West,244.55,Corporate,Standard Class,California,Paper
6,233,Shipped On Time,Technology,San Francisco,United States,Lindsay Williams,11/27/17,CA-2017-101245,Enermax Briskie RF Wireless Keyboard and Mouse Combo,59.8176,8,West,166.16,Corporate,Standard Class,California,Accessories
5,26,Shipped Early,Furniture,Los Angeles,United States,Bill Donatelli,11/27/17,CA-2017-107125,Eldon 200 Class Desk Accessories,6.0288,3,West,18.84,Consumer,Standard Class,California,Furnishings
3,10,Shipped On Time,Office Supplies,New York City,United States,Resi P_lking,11/27/17,CA-2017-103352,American Pencil,2.0271,3,East,6.99,Consumer,Second Class,New York,Art
5,222,Shipped Early,Office Supplies,Columbus,United States,Justin Ritter,11/27/17,CA-2017-159506,Xerox 1909,72.8088,6,Central,158.28,Corporate,Standard Class,Indiana,Paper
5,698,Shipped Early,Office Supplies,Columbus,United States,Justin Ritter,11/27/17,CA-2017-159506,GBC DocuBind P100 Manual Binding Machine,224.073,3,Central,497.94,Corporate,Standard Class,Indiana,Binders
5,12,Shipped Early,Office Supplies,Asheville,United States,Doug Bickford,11/27/17,CA-2017-132185,Pencil and Crayon Sharpener,0.7665,5,South,8.76,Consumer,Standard Class,North Carolina,Art
5,61,Shipped Early,Office Supplies,Asheville,United States,Doug Bickford,11/27/17,CA-2017-132185,Belkin 5 Outlet SurgeMaster Power Centers,4.3584,1,South,43.584,Consumer,Standard Class,North Carolina,Appliances
5,165,Shipped Early,Office Supplies,Los Angeles,United States,Bill Donatelli,11/27/17,CA-2017-107125,Premium Transparent Presentation Covers by GBC,41.1208,7,West,117.488,Consumer,Standard Class,California,Binders
6,81,Shipped On Time,Technology,Los Angeles,United States,Doug O'Connell,11/27/17,CA-2017-133207,Griffin GC17055 Auxiliary Audio Cable,5.7568,4,West,57.568,Consumer,Standard Class,California,Phones
3,151,Shipped On Time,Office Supplies,New York City,United States,Resi P_lking,11/27/17,CA-2017-103352,"Avery Flip-Chart Easel Binder, Black",36.2556,6,East,107.424,Consumer,Second Class,New York,Binders
1,177,Shipped On Time,Furniture,Gladstone,United States,Lynn Smith,11/26/17,CA-2017-135307,Executive Impressions Supervisor Wall Clock,40.416,3,Central,126.3,Consumer,First Class,Missouri,Furnishings
1,53,Shipped On Time,Technology,Gladstone,United States,Lynn Smith,11/26/17,CA-2017-135307,SanDisk Cruzer 32 GB USB Flash Drive,12.1728,2,Central,38.04,Consumer,First Class,Missouri,Accessories
4,18,Shipped Early,Office Supplies,Atlanta,United States,Adam Hart,11/26/17,CA-2017-165029,Newell 347,3.7236,3,South,12.84,Corporate,Standard Class,Georgia,Art
4,82,Shipped Early,Office Supplies,New York City,United States,Frank Gastineau,11/26/17,CA-2017-155607,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,14.6825,7,East,58.73,Home Office,Standard Class,New York,Appliances
5,362,Shipped Early,Furniture,Richmond,United States,Tonja Turnell,11/26/17,CA-2017-141439,KI Adjustable-Height Table,67.0644,3,Central,257.94,Home Office,Standard Class,Indiana,Tables
5,2635,Shipped Early,Technology,Richmond,United States,Tonja Turnell,11/26/17,CA-2017-141439,Samsung Galaxy S4 Mini,545.1884,4,Central,1879.96,Home Office,Standard Class,Indiana,Phones
5,38,Shipped Early,Furniture,Richmond,United States,Tonja Turnell,11/26/17,CA-2017-141439,DAX Wood Document Frame,9.8856,2,Central,27.46,Home Office,Standard Class,Indiana,Furnishings
5,126,Shipped Early,Technology,Richmond,United States,Tonja Turnell,11/26/17,CA-2017-141439,Innergie mMini Combo Duo USB Travel Charging Kit,43.1904,2,Central,89.98,Home Office,Standard Class,Indiana,Phones
5,1161,Shipped Early,Furniture,Richmond,United States,Tonja Turnell,11/26/17,CA-2017-141439,SAFCO Arco Folding Chair,240.294,3,Central,828.6,Home Office,Standard Class,Indiana,Chairs
3,1373,Shipped On Time,Technology,New York City,United States,Michael Nguyen,11/26/17,CA-2017-100097,Plantronics Calisto P620-M USB Wireless Speakerphone System,264.5865,5,East,979.95,Consumer,Second Class,New York,Phones
3,190,Shipped On Time,Furniture,New York City,United States,Michael Nguyen,11/26/17,CA-2017-100097,"DataProducts Ampli Magnifier Task Lamp, Black,",37.884,5,East,135.3,Consumer,Second Class,New York,Furnishings
4,73,Shipped Early,Office Supplies,Columbus,United States,Corey Catlett,11/26/17,CA-2017-155957,Holmes HEPA Air Purifier,9.801,3,East,52.272,Corporate,Standard Class,Ohio,Appliances
4,299,Shipped Early,Office Supplies,Columbus,United States,Corey Catlett,11/26/17,CA-2017-155957,Fellowes Superior 10 Outlet Split Surge Protector,23.9778,7,East,213.136,Corporate,Standard Class,Ohio,Appliances
4,131,Shipped Early,Office Supplies,New York City,United States,Frank Gastineau,11/26/17,CA-2017-155607,Binding Machine Supplies,32.6704,4,East,93.344,Home Office,Standard Class,New York,Binders
4,309,Shipped Early,Technology,Columbus,United States,Liz Thompson,11/26/17,CA-2017-122700,Motorola L804,-40.4712,8,East,220.752,Consumer,Standard Class,Ohio,Phones
3,47,Shipped Late,Office Supplies,Rockford,United States,Guy Thornton,11/26/17,CA-2017-130526,GBC Premium Transparent Covers with Diagonal Lined Pattern,-53.7088,8,Central,33.568,Consumer,First Class,Illinois,Binders
2,703,Shipped Early,Office Supplies,Canton,United States,Sam Zeldin,11/25/17,CA-2017-129000,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,0,3,Central,501.81,Home Office,Second Class,Michigan,Storage
4,15,Shipped Early,Office Supplies,San Francisco,United States,Bradley Drucker,11/25/17,US-2017-133312,Sterilite Officeware Hinged File Box,2.8296,1,West,10.48,Consumer,Standard Class,California,Storage
4,48,Shipped Late,Office Supplies,Laguna Niguel,United States,Edward Becker,11/25/17,CA-2017-161459,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",15.336,6,West,34.08,Corporate,Second Class,California,Paper
4,68,Shipped Late,Office Supplies,Atlanta,United States,Delfina Latchford,11/25/17,CA-2017-155159,"Wirebound Message Book, 4 per Page",23.9463,9,South,48.87,Consumer,Second Class,Georgia,Paper
6,7,Shipped On Time,Office Supplies,San Francisco,United States,Tracy Zic,11/25/17,CA-2017-101665,DIXON Oriole Pencils,1.3416,2,West,5.16,Consumer,Standard Class,California,Art
5,984,Shipped Late,Furniture,Louisville,United States,Brendan Sweed,11/25/17,US-2017-109610,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,168.4704,2,South,701.96,Corporate,Second Class,Kentucky,Chairs
4,504,Shipped Early,Furniture,San Francisco,United States,Bradley Drucker,11/25/17,US-2017-133312,"Sauder Forest Hills Library, Woodland Oak Finish",-29.6058,3,West,359.499,Consumer,Standard Class,California,Bookcases
4,56,Shipped Late,Technology,Laguna Niguel,United States,Edward Becker,11/25/17,CA-2017-161459,PayAnywhere Card Reader,3.4965,5,West,39.96,Corporate,Second Class,California,Phones
5,1015,Shipped Early,Furniture,Fort Lauderdale,United States,Henia Zydlo,11/25/17,CA-2017-124765,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,-81.441,5,South,723.92,Consumer,Standard Class,Florida,Bookcases
5,420,Shipped Early,Technology,Houston,United States,Rose O'Brian,11/25/17,CA-2017-150266,Blue Parrot B250XT Professional Grade Wireless BluetoothæHeadsetæwith,37.495,5,Central,299.96,Consumer,Standard Class,Texas,Phones
5,26,Shipped Early,Office Supplies,Houston,United States,Rose O'Brian,11/25/17,CA-2017-150266,Avery Hi-Liter Smear-Safe Highlighters,3.7376,4,Central,18.688,Consumer,Standard Class,Texas,Art
